center,left,right,steering,throttle,brake,speed
IMG/center_2017_11_26_20_33_47_838.jpg,IMG/left_2017_11_26_20_33_47_838.jpg,IMG/right_2017_11_26_20_33_47_838.jpg,0.01676739,0,0,15.76175
IMG/center_2017_11_26_20_33_47_934.jpg,IMG/left_2017_11_26_20_33_47_934.jpg,IMG/right_2017_11_26_20_33_47_934.jpg,0.01676739,0,0,16.15515
IMG/center_2017_11_26_20_33_48_007.jpg,IMG/left_2017_11_26_20_33_48_007.jpg,IMG/right_2017_11_26_20_33_48_007.jpg,0.01676739,0,0,15.52671
IMG/center_2017_11_26_20_33_48_079.jpg,IMG/left_2017_11_26_20_33_48_079.jpg,IMG/right_2017_11_26_20_33_48_079.jpg,0.01676739,0,0,15.40989
IMG/center_2017_11_26_20_33_48_149.jpg,IMG/left_2017_11_26_20_33_48_149.jpg,IMG/right_2017_11_26_20_33_48_149.jpg,0.01676739,0,0,15.84648
IMG/center_2017_11_26_20_33_48_220.jpg,IMG/left_2017_11_26_20_33_48_220.jpg,IMG/right_2017_11_26_20_33_48_220.jpg,0.01676739,0,0,15.72207
IMG/center_2017_11_26_20_33_48_265.jpg,IMG/left_2017_11_26_20_33_48_265.jpg,IMG/right_2017_11_26_20_33_48_265.jpg,0.01676739,0,0,15.10721
IMG/center_2017_11_26_20_33_48_381.jpg,IMG/left_2017_11_26_20_33_48_381.jpg,IMG/right_2017_11_26_20_33_48_381.jpg,0.01676739,0,0,15.47575
IMG/center_2017_11_26_20_33_48_478.jpg,IMG/left_2017_11_26_20_33_48_478.jpg,IMG/right_2017_11_26_20_33_48_478.jpg,0.01676739,0,0,14.80637
IMG/center_2017_11_26_20_33_48_547.jpg,IMG/left_2017_11_26_20_33_48_547.jpg,IMG/right_2017_11_26_20_33_48_547.jpg,0.01676739,0,0,15.23289
IMG/center_2017_11_26_20_33_48_617.jpg,IMG/left_2017_11_26_20_33_48_617.jpg,IMG/right_2017_11_26_20_33_48_617.jpg,0.01676739,0,0,15.11269
IMG/center_2017_11_26_20_33_48_664.jpg,IMG/left_2017_11_26_20_33_48_664.jpg,IMG/right_2017_11_26_20_33_48_664.jpg,0.01676739,0,0,14.51052
IMG/center_2017_11_26_20_33_48_758.jpg,IMG/left_2017_11_26_20_33_48_758.jpg,IMG/right_2017_11_26_20_33_48_758.jpg,0.01676739,0,0,14.39347
IMG/center_2017_11_26_20_33_48_835.jpg,IMG/left_2017_11_26_20_33_48_835.jpg,IMG/right_2017_11_26_20_33_48_835.jpg,0.000331663,0,0,14.27646
IMG/center_2017_11_26_20_33_48_909.jpg,IMG/left_2017_11_26_20_33_48_909.jpg,IMG/right_2017_11_26_20_33_48_909.jpg,0.000331663,0,0,14.15814
IMG/center_2017_11_26_20_33_48_979.jpg,IMG/left_2017_11_26_20_33_48_979.jpg,IMG/right_2017_11_26_20_33_48_979.jpg,-0.03007076,0,0,14.57665
IMG/center_2017_11_26_20_33_49_054.jpg,IMG/left_2017_11_26_20_33_49_054.jpg,IMG/right_2017_11_26_20_33_49_054.jpg,-0.05800413,0,0,14.44881
IMG/center_2017_11_26_20_33_49_132.jpg,IMG/left_2017_11_26_20_33_49_132.jpg,IMG/right_2017_11_26_20_33_49_132.jpg,-0.05800413,0,0,14.34414
IMG/center_2017_11_26_20_33_49_208.jpg,IMG/left_2017_11_26_20_33_49_208.jpg,IMG/right_2017_11_26_20_33_49_208.jpg,-0.05800413,0,0,13.72271
IMG/center_2017_11_26_20_33_49_281.jpg,IMG/left_2017_11_26_20_33_49_281.jpg,IMG/right_2017_11_26_20_33_49_281.jpg,-0.05800413,0,0,13.65917
IMG/center_2017_11_26_20_33_49_351.jpg,IMG/left_2017_11_26_20_33_49_351.jpg,IMG/right_2017_11_26_20_33_49_351.jpg,-0.05800413,0,0,14.03679
IMG/center_2017_11_26_20_33_49_422.jpg,IMG/left_2017_11_26_20_33_49_422.jpg,IMG/right_2017_11_26_20_33_49_422.jpg,-0.05800413,0,0,13.95784
IMG/center_2017_11_26_20_33_49_468.jpg,IMG/left_2017_11_26_20_33_49_468.jpg,IMG/right_2017_11_26_20_33_49_468.jpg,-0.05800413,0,0,13.36138
IMG/center_2017_11_26_20_33_49_560.jpg,IMG/left_2017_11_26_20_33_49_560.jpg,IMG/right_2017_11_26_20_33_49_560.jpg,-0.05800413,0,0,13.2183
IMG/center_2017_11_26_20_33_49_626.jpg,IMG/left_2017_11_26_20_33_49_626.jpg,IMG/right_2017_11_26_20_33_49_626.jpg,-0.05800413,0,0,13.66058
IMG/center_2017_11_26_20_33_49_695.jpg,IMG/left_2017_11_26_20_33_49_695.jpg,IMG/right_2017_11_26_20_33_49_695.jpg,-0.05800413,0,0,13.51257
IMG/center_2017_11_26_20_33_49_769.jpg,IMG/left_2017_11_26_20_33_49_769.jpg,IMG/right_2017_11_26_20_33_49_769.jpg,-0.05800413,0,0,12.86567
IMG/center_2017_11_26_20_33_49_842.jpg,IMG/left_2017_11_26_20_33_49_842.jpg,IMG/right_2017_11_26_20_33_49_842.jpg,-0.05800413,0,0,12.75741
IMG/center_2017_11_26_20_33_49_911.jpg,IMG/left_2017_11_26_20_33_49_911.jpg,IMG/right_2017_11_26_20_33_49_911.jpg,-0.05800413,0,0,12.65003
IMG/center_2017_11_26_20_33_49_979.jpg,IMG/left_2017_11_26_20_33_49_979.jpg,IMG/right_2017_11_26_20_33_49_979.jpg,-0.05800413,0,0,13.12883
IMG/center_2017_11_26_20_33_50_079.jpg,IMG/left_2017_11_26_20_33_50_079.jpg,IMG/right_2017_11_26_20_33_50_079.jpg,-0.05800413,0,0,12.43792
IMG/center_2017_11_26_20_33_50_177.jpg,IMG/left_2017_11_26_20_33_50_177.jpg,IMG/right_2017_11_26_20_33_50_177.jpg,-0.05800413,0,0,12.86318
IMG/center_2017_11_26_20_33_50_276.jpg,IMG/left_2017_11_26_20_33_50_276.jpg,IMG/right_2017_11_26_20_33_50_276.jpg,-0.05800413,0,0,12.17755
IMG/center_2017_11_26_20_33_50_374.jpg,IMG/left_2017_11_26_20_33_50_374.jpg,IMG/right_2017_11_26_20_33_50_374.jpg,-0.05800413,0,0,12.60229
IMG/center_2017_11_26_20_33_50_446.jpg,IMG/left_2017_11_26_20_33_50_446.jpg,IMG/right_2017_11_26_20_33_50_446.jpg,-0.05800413,0,0,11.97268
IMG/center_2017_11_26_20_33_50_523.jpg,IMG/left_2017_11_26_20_33_50_523.jpg,IMG/right_2017_11_26_20_33_50_523.jpg,-0.05800413,0,0,11.87148
IMG/center_2017_11_26_20_33_50_600.jpg,IMG/left_2017_11_26_20_33_50_600.jpg,IMG/right_2017_11_26_20_33_50_600.jpg,-0.05800413,0,0,11.77109
IMG/center_2017_11_26_20_33_50_676.jpg,IMG/left_2017_11_26_20_33_50_676.jpg,IMG/right_2017_11_26_20_33_50_676.jpg,-0.05800413,0,0,11.67146
IMG/center_2017_11_26_20_33_50_725.jpg,IMG/left_2017_11_26_20_33_50_725.jpg,IMG/right_2017_11_26_20_33_50_725.jpg,-0.05800413,0,0,12.14509
IMG/center_2017_11_26_20_33_50_815.jpg,IMG/left_2017_11_26_20_33_50_815.jpg,IMG/right_2017_11_26_20_33_50_815.jpg,-0.05800413,0,0,12.04597
IMG/center_2017_11_26_20_33_50_912.jpg,IMG/left_2017_11_26_20_33_50_912.jpg,IMG/right_2017_11_26_20_33_50_912.jpg,-0.05800413,0,0,11.3753
IMG/center_2017_11_26_20_33_51_007.jpg,IMG/left_2017_11_26_20_33_51_007.jpg,IMG/right_2017_11_26_20_33_51_007.jpg,-0.05800413,0,0,11.27818
IMG/center_2017_11_26_20_33_51_099.jpg,IMG/left_2017_11_26_20_33_51_099.jpg,IMG/right_2017_11_26_20_33_51_099.jpg,-0.05800413,0,0,11.5302
IMG/center_2017_11_26_20_33_51_202.jpg,IMG/left_2017_11_26_20_33_51_202.jpg,IMG/right_2017_11_26_20_33_51_202.jpg,-0.05800413,0,0,11.50949
IMG/center_2017_11_26_20_33_51_270.jpg,IMG/left_2017_11_26_20_33_51_270.jpg,IMG/right_2017_11_26_20_33_51_270.jpg,-0.05800413,0,0,11.38656
IMG/center_2017_11_26_20_33_51_338.jpg,IMG/left_2017_11_26_20_33_51_338.jpg,IMG/right_2017_11_26_20_33_51_338.jpg,-0.05800413,0,0,11.25301
IMG/center_2017_11_26_20_33_51_384.jpg,IMG/left_2017_11_26_20_33_51_384.jpg,IMG/right_2017_11_26_20_33_51_384.jpg,-0.05800413,0,0,11.21355
IMG/center_2017_11_26_20_33_51_453.jpg,IMG/left_2017_11_26_20_33_51_453.jpg,IMG/right_2017_11_26_20_33_51_453.jpg,-0.05800413,0,0,11.11283
IMG/center_2017_11_26_20_33_51_530.jpg,IMG/left_2017_11_26_20_33_51_530.jpg,IMG/right_2017_11_26_20_33_51_530.jpg,-0.05800413,0,0,11.0235
IMG/center_2017_11_26_20_33_51_600.jpg,IMG/left_2017_11_26_20_33_51_600.jpg,IMG/right_2017_11_26_20_33_51_600.jpg,-0.05800413,0,0,10.95698
IMG/center_2017_11_26_20_33_51_672.jpg,IMG/left_2017_11_26_20_33_51_672.jpg,IMG/right_2017_11_26_20_33_51_672.jpg,-0.05800413,0,0,10.86891
IMG/center_2017_11_26_20_33_51_744.jpg,IMG/left_2017_11_26_20_33_51_744.jpg,IMG/right_2017_11_26_20_33_51_744.jpg,-0.05800413,0,0,10.80331
IMG/center_2017_11_26_20_33_51_818.jpg,IMG/left_2017_11_26_20_33_51_818.jpg,IMG/right_2017_11_26_20_33_51_818.jpg,-0.05800413,0,0,10.71647
IMG/center_2017_11_26_20_33_51_889.jpg,IMG/left_2017_11_26_20_33_51_889.jpg,IMG/right_2017_11_26_20_33_51_889.jpg,-0.05800413,0,0,10.63034
IMG/center_2017_11_26_20_33_51_957.jpg,IMG/left_2017_11_26_20_33_51_957.jpg,IMG/right_2017_11_26_20_33_51_957.jpg,-0.05800413,0,0,10.56619
IMG/center_2017_11_26_20_33_52_024.jpg,IMG/left_2017_11_26_20_33_52_024.jpg,IMG/right_2017_11_26_20_33_52_024.jpg,-0.05800413,0,0,10.50242
IMG/center_2017_11_26_20_33_52_093.jpg,IMG/left_2017_11_26_20_33_52_093.jpg,IMG/right_2017_11_26_20_33_52_093.jpg,-0.05800413,0,0,10.418
IMG/center_2017_11_26_20_33_52_160.jpg,IMG/left_2017_11_26_20_33_52_160.jpg,IMG/right_2017_11_26_20_33_52_160.jpg,-0.05800413,0,0,10.35512
IMG/center_2017_11_26_20_33_52_232.jpg,IMG/left_2017_11_26_20_33_52_232.jpg,IMG/right_2017_11_26_20_33_52_232.jpg,-0.05800413,0,0,10.27188
IMG/center_2017_11_26_20_33_52_301.jpg,IMG/left_2017_11_26_20_33_52_301.jpg,IMG/right_2017_11_26_20_33_52_301.jpg,0.04016804,0,0,10.20757
IMG/center_2017_11_26_20_33_52_374.jpg,IMG/left_2017_11_26_20_33_52_374.jpg,IMG/right_2017_11_26_20_33_52_374.jpg,0,0,0,10.07236
IMG/center_2017_11_26_20_33_52_446.jpg,IMG/left_2017_11_26_20_33_52_446.jpg,IMG/right_2017_11_26_20_33_52_446.jpg,0,0,0,10.0102
IMG/center_2017_11_26_20_33_52_521.jpg,IMG/left_2017_11_26_20_33_52_521.jpg,IMG/right_2017_11_26_20_33_52_521.jpg,0,0,0,9.929445
IMG/center_2017_11_26_20_33_52_597.jpg,IMG/left_2017_11_26_20_33_52_597.jpg,IMG/right_2017_11_26_20_33_52_597.jpg,0,0,0,9.849591
IMG/center_2017_11_26_20_33_52_668.jpg,IMG/left_2017_11_26_20_33_52_668.jpg,IMG/right_2017_11_26_20_33_52_668.jpg,0,0,0,9.790148
IMG/center_2017_11_26_20_33_52_765.jpg,IMG/left_2017_11_26_20_33_52_765.jpg,IMG/right_2017_11_26_20_33_52_765.jpg,0,0,0,9.691878
IMG/center_2017_11_26_20_33_52_860.jpg,IMG/left_2017_11_26_20_33_52_860.jpg,IMG/right_2017_11_26_20_33_52_860.jpg,0,0,0,9.594596
IMG/center_2017_11_26_20_33_52_927.jpg,IMG/left_2017_11_26_20_33_52_927.jpg,IMG/right_2017_11_26_20_33_52_927.jpg,0,0,0,9.536697
IMG/center_2017_11_26_20_33_53_021.jpg,IMG/left_2017_11_26_20_33_53_021.jpg,IMG/right_2017_11_26_20_33_53_021.jpg,0,0,0,9.440974
IMG/center_2017_11_26_20_33_53_120.jpg,IMG/left_2017_11_26_20_33_53_120.jpg,IMG/right_2017_11_26_20_33_53_120.jpg,0,0,0,9.346211
IMG/center_2017_11_26_20_33_53_216.jpg,IMG/left_2017_11_26_20_33_53_216.jpg,IMG/right_2017_11_26_20_33_53_216.jpg,0,0,0,9.252402
IMG/center_2017_11_26_20_33_53_283.jpg,IMG/left_2017_11_26_20_33_53_283.jpg,IMG/right_2017_11_26_20_33_53_283.jpg,0,0,0,9.196568
IMG/center_2017_11_26_20_33_53_351.jpg,IMG/left_2017_11_26_20_33_53_351.jpg,IMG/right_2017_11_26_20_33_53_351.jpg,0,0,0,9.122648
IMG/center_2017_11_26_20_33_53_420.jpg,IMG/left_2017_11_26_20_33_53_420.jpg,IMG/right_2017_11_26_20_33_53_420.jpg,0,0,0,9.067596
IMG/center_2017_11_26_20_33_53_521.jpg,IMG/left_2017_11_26_20_33_53_521.jpg,IMG/right_2017_11_26_20_33_53_521.jpg,0,0,0,8.976584
IMG/center_2017_11_26_20_33_53_620.jpg,IMG/left_2017_11_26_20_33_53_620.jpg,IMG/right_2017_11_26_20_33_53_620.jpg,0,0,0,8.886487
IMG/center_2017_11_26_20_33_53_711.jpg,IMG/left_2017_11_26_20_33_53_711.jpg,IMG/right_2017_11_26_20_33_53_711.jpg,0,0,0,8.797296
IMG/center_2017_11_26_20_33_53_805.jpg,IMG/left_2017_11_26_20_33_53_805.jpg,IMG/right_2017_11_26_20_33_53_805.jpg,0,0,0,8.726588
IMG/center_2017_11_26_20_33_53_891.jpg,IMG/left_2017_11_26_20_33_53_891.jpg,IMG/right_2017_11_26_20_33_53_891.jpg,0,0,0,8.639003
IMG/center_2017_11_26_20_33_53_977.jpg,IMG/left_2017_11_26_20_33_53_977.jpg,IMG/right_2017_11_26_20_33_53_977.jpg,0,0,0,8.569568
IMG/center_2017_11_26_20_33_54_066.jpg,IMG/left_2017_11_26_20_33_54_066.jpg,IMG/right_2017_11_26_20_33_54_066.jpg,0,0,0,8.50069
IMG/center_2017_11_26_20_33_54_152.jpg,IMG/left_2017_11_26_20_33_54_152.jpg,IMG/right_2017_11_26_20_33_54_152.jpg,0,0,0,8.415372
IMG/center_2017_11_26_20_33_54_243.jpg,IMG/left_2017_11_26_20_33_54_243.jpg,IMG/right_2017_11_26_20_33_54_243.jpg,0,0,0,8.347734
IMG/center_2017_11_26_20_33_54_333.jpg,IMG/left_2017_11_26_20_33_54_333.jpg,IMG/right_2017_11_26_20_33_54_333.jpg,0,0,0,8.263952
IMG/center_2017_11_26_20_33_54_424.jpg,IMG/left_2017_11_26_20_33_54_424.jpg,IMG/right_2017_11_26_20_33_54_424.jpg,0,0,0,8.197531
IMG/center_2017_11_26_20_33_54_521.jpg,IMG/left_2017_11_26_20_33_54_521.jpg,IMG/right_2017_11_26_20_33_54_521.jpg,0,0,0,8.115253
IMG/center_2017_11_26_20_33_54_615.jpg,IMG/left_2017_11_26_20_33_54_615.jpg,IMG/right_2017_11_26_20_33_54_615.jpg,0,0,0,8.033804
IMG/center_2017_11_26_20_33_54_711.jpg,IMG/left_2017_11_26_20_33_54_711.jpg,IMG/right_2017_11_26_20_33_54_711.jpg,0,0,0,7.953172
IMG/center_2017_11_26_20_33_54_801.jpg,IMG/left_2017_11_26_20_33_54_801.jpg,IMG/right_2017_11_26_20_33_54_801.jpg,0,0,0,7.889251
IMG/center_2017_11_26_20_33_54_891.jpg,IMG/left_2017_11_26_20_33_54_891.jpg,IMG/right_2017_11_26_20_33_54_891.jpg,0,0,0,7.810071
IMG/center_2017_11_26_20_33_54_981.jpg,IMG/left_2017_11_26_20_33_54_981.jpg,IMG/right_2017_11_26_20_33_54_981.jpg,0,0,0,7.747298
IMG/center_2017_11_26_20_33_55_049.jpg,IMG/left_2017_11_26_20_33_55_049.jpg,IMG/right_2017_11_26_20_33_55_049.jpg,0,0,0,7.685031
IMG/center_2017_11_26_20_33_55_147.jpg,IMG/left_2017_11_26_20_33_55_147.jpg,IMG/right_2017_11_26_20_33_55_147.jpg,0,0,0,7.623263
